Name,District_x,Population,Latitude,Longitude,Status,District_y,PopulationCensus1980-01-01,PopulationCensus1990-01-01,PopulationCensus2001-02-01,PopulationCensus2011-10-01,PopulationEstimate2019-01-01
Balatoncsicsó,"Hungary, Veszprém",populated place,N 46° 55' 37'',E 17° 40' 7'',Village,Balatonfüred,254,178,172,207,214
Balatonederics,"Hungary, Veszprém",populated place,N 46° 48' 34'',E 17° 22' 52'',Village,Tapolca,"1,233","1,176","1,117","1,020",986
Balatonfőkajár,"Hungary, Veszprém",populated place,N 47° 1' 15'',E 18° 12' 45'',Village,Balatonalmádi,"1,658","1,453","1,433","1,352","1,336"
Balatonfüred,"Hungary, Veszprém","seat of a second-order administrative divisionpopulation 13,138",N 46° 57' 42'',E 17° 52' 18'',Town,Balatonfüred,"12,697","13,520","12,956","12,979","12,800"
Balatonfűzfő,"Hungary, Veszprém",populated place,N 47° 4' 0'',E 18° 3' 0'',Town,Balatonalmádi,"5,437","4,733","4,271","4,225","4,453"
Balatonhenye,"Hungary, Veszprém",populated place,N 46° 54' 44'',E 17° 36' 53'',Village,Tapolca,270,209,145,108,121
Balatonkenese,"Hungary, Veszprém","populated placepopulation 3,326",N 47° 2' 24'',E 18° 6' 24'',Town,Balatonalmádi,"3,781","3,789","3,289","3,228","2,632"
Balatonrendes,"Hungary, Veszprém",populated place,N 46° 49' 37'',E 17° 35' 0'',Village,Tapolca,161,160,117,118,129
Balatonszepezd,"Hungary, Veszprém",populated place,N 46° 51' 22'',E 17° 40' 0'',Village,Balatonfüred,557,541,331,341,364
Balatonszőlős,"Hungary, Veszprém",populated place,N 46° 57' 56'',E 17° 49' 33'',Village,Balatonfüred,316,341,485,640,648
Balatonudvari,"Hungary, Veszprém",populated place,N 46° 54' 15'',E 17° 48' 12'',Village,Balatonfüred,313,335,307,292,319
Bánd,"Hungary, Veszprém",populated placepopulation 641,N 47° 7' 19'',E 17° 46' 52'',Village,Veszprém,593,556,643,672,658
Barnag,"Hungary, Veszprém",populated place,N 46° 58' 45'',E 17° 44' 51'',Village,Veszprém,223,174,120,133,125
Bazsi,"Hungary, Veszprém",populated place,N 46° 56' 5'',E 17° 14' 36'',Village,Sümeg,609,494,478,365,396
Béb,"Hungary, Veszprém",populated place,N 47° 20' 41'',E 17° 35' 56'',Village,Pápa,274,238,252,243,258
Békás,"Hungary, Veszprém",populated place,N 47° 19' 58'',E 17° 21' 6'',Village,Pápa,349,292,234,219,187
Berhida,"Hungary, Veszprém","populated placepopulation 5,822",N 47° 6' 40'',E 18° 7' 46'',Town,Várpalota,"5,570","5,413","5,824","5,839","5,613"
Bodorfa,"Hungary, Veszprém",populated place,N 47° 4' 33'',E 17° 20' 31'',Village,Sümeg,211,155,152,105,80
Borszörcsök,"Hungary, Veszprém",populated place,N 47° 8' 4'',E 17° 24' 23'',Village,Devecser,513,452,432,380,329
Borzavár,"Hungary, Veszprém",populated place,N 47° 17' 26'',E 17° 49' 44'',Village,Zirc,996,854,785,745,710
Csabrendek,"Hungary, Veszprém","populated placepopulation 2,948",N 47° 0' 48'',E 17° 17' 27'',Large Village,Sümeg,"2,667","2,941","2,995","3,042","2,988"
Csajág,"Hungary, Veszprém",populated place,N 47° 2' 30'',E 18° 10' 42'',Village,Balatonalmádi,979,879,892,869,834
Csehbánya,"Hungary, Veszprém",populated place,N 47° 10' 55'',E 17° 41' 1'',Village,Ajka,384,302,290,281,305
Csesznek,"Hungary, Veszprém",populated place,N 47° 21' 23'',E 17° 53' 6'',Village,Zirc,677,599,562,551,527
Csetény,"Hungary, Veszprém","populated placepopulation 2,039",N 47° 19' 5'',E 17° 59' 31'',Village,Zirc,"2,075","1,932","2,083","1,911","1,842"
Csögle,"Hungary, Veszprém",populated place,N 47° 12' 59'',E 17° 15' 23'',Village,Devecser,887,779,719,624,562
Csopak,"Hungary, Veszprém","populated placepopulation 1,604",N 46° 58' 37'',E 17° 55' 5'',Village,Balatonfüred,"1,422","1,587","1,594","1,715","1,795"
Csót,"Hungary, Veszprém",populated place,N 47° 21' 39'',E 17° 36' 31'',Village,Pápa,"1,214","1,158","1,096",985,910
Dabronc,"Hungary, Veszprém",populated place,N 47° 1' 50'',E 17° 10' 4'',Village,Sümeg,646,535,504,445,348
Dabrony,"Hungary, Veszprém",populated place,N 47° 14' 36'',E 17° 19' 40'',Village,Devecser,539,486,432,388,363
Dáka,"Hungary, Veszprém",populated place,N 47° 17' 15'',E 17° 25' 40'',Village,Pápa,618,597,622,644,621
Devecser,"Hungary, Veszprém","seat of a second-order administrative divisionpopulation 5,140",N 47° 6' 11'',E 17° 26' 16'',Town,Devecser,"5,480","5,206","5,106","4,441","4,167"
Doba,"Hungary, Veszprém",populated place,N 47° 9' 55'',E 17° 22' 44'',Village,Devecser,879,632,780,632,411
Döbrönte,"Hungary, Veszprém",populated place,N 47° 13' 45'',E 17° 32' 47'',Village,Pápa,277,248,271,248,243
Dörgicse,"Hungary, Veszprém",populated place,N 46° 54' 53'',E 17° 43' 26'',Village,Balatonfüred,420,298,262,248,235
Dudar,"Hungary, Veszprém",populated place,N 47° 18' 37'',E 17° 56' 40'',Village,Zirc,"1,759","1,749","1,684","1,646","1,655"
Egeralja,"Hungary, Veszprém",populated place,N 47° 14' 0'',E 17° 15' 0'',Village,Devecser,360,298,270,245,219
Egyházaskesző,"Hungary, Veszprém",populated place,N 47° 24' 57'',E 17° 19' 43'',Village,Pápa,695,621,611,553,532
Eplény,"Hungary, Veszprém",populated place,N 47° 12' 24'',E 17° 55' 11'',Village,Veszprém,415,420,469,525,504
Farkasgyepű,"Hungary, Veszprém",populated place,N 47° 12' 0'',E 17° 38' 0'',Village,Ajka,549,381,393,367,330
Felsőörs,"Hungary, Veszprém",populated place,N 47° 0' 53'',E 17° 57' 11'',Village,Balatonalmádi,852,873,"1,152","1,555","1,758"
Ganna,"Hungary, Veszprém",populated place,N 47° 13' 58'',E 17° 31' 47'',Village,Pápa,418,402,280,237,202
Gecse,"Hungary, Veszprém",populated place,N 47° 26' 46'',E 17° 31' 53'',Village,Pápa,678,529,497,402,422
Gic,"Hungary, Veszprém",populated place,N 47° 26' 0'',E 17° 45' 8'',Village,Pápa,578,515,492,382,360
Gógánfa,"Hungary, Veszprém",populated place,N 47° 1' 16'',E 17° 11' 15'',Village,Sümeg,919,820,808,811,779
Gyepükaján,"Hungary, Veszprém",populated place,N 47° 2' 33'',E 17° 19' 43'',Village,Sümeg,541,425,371,335,320
Gyulakeszi,"Hungary, Veszprém",populated place,N 46° 52' 7'',E 17° 28' 50'',Village,Tapolca,698,619,709,694,696
Hajmáskér,"Hungary, Veszprém","populated placepopulation 2,793",N 47° 8' 42'',E 18° 1' 10'',Village,Veszprém,"1,446","1,306","2,900","2,977","2,830"
Halimba,"Hungary, Veszprém",populated place,N 47° 1' 59'',E 17° 32' 11'',Village,Ajka,"1,054","1,004","1,141","1,128","1,172"
Hárskút,"Hungary, Veszprém",populated place,N 47° 11' 18'',E 17° 49' 1'',Village,Veszprém,606,600,619,675,675
Hegyesd,"Hungary, Veszprém",populated place,N 46° 55' 0'',E 17° 31' 8'',Village,Tapolca,238,179,161,156,150
Hegymagas,"Hungary, Veszprém",populated place,N 46° 49' 58'',E 17° 25' 48'',Village,Tapolca,353,290,277,263,246
Herend,"Hungary, Veszprém","populated placepopulation 3,385",N 47° 8' 0'',E 17° 45' 0'',Town,Veszprém,"2,833","3,176","3,330","3,403","3,349"
Hetyefő,"Hungary, Veszprém",populated place,N 47° 2' 47'',E 17° 9' 38'',Village,Sümeg,129,110,104,82,87
Hidegkút,"Hungary, Veszprém",populated place,N 47° 0' 9'',E 17° 49' 46'',Village,Veszprém,438,361,394,416,429
Homokbödöge,"Hungary, Veszprém",populated place,N 47° 18' 9'',E 17° 35' 22'',Village,Pápa,872,810,715,692,633
Hosztót,"Hungary, Veszprém",populated place,N 47° 5' 15'',E 17° 14' 26'',Village,Sümeg,191,123,96,64,64
Iszkáz,"Hungary, Veszprém",populated place,N 47° 9' 48'',E 17° 17' 49'',Village,Devecser,628,506,409,353,328
Jásd,"Hungary, Veszprém",populated place,N 47° 17' 21'',E 18° 1' 21'',Village,Várpalota,971,846,835,722,687
Kamond,"Hungary, Veszprém",populated place,N 47° 8' 46'',E 17° 12' 11'',Village,Devecser,652,503,439,428,415
Kapolcs,"Hungary, Veszprém",populated place,N 46° 57' 22'',E 17° 36' 40'',Village,Tapolca,570,450,446,347,404
Káptalanfa,"Hungary, Veszprém",populated place,N 47° 3' 54'',E 17° 20' 37'',Village,Sümeg,936,870,864,848,756
Káptalantóti,"Hungary, Veszprém",populated place,N 46° 51' 0'',E 17° 30' 49'',Village,Tapolca,635,503,423,454,477
Karakószörcsök,"Hungary, Veszprém",populated place,N 47° 7' 49'',E 17° 17' 4'',Village,Devecser,371,334,327,269,269
Kékkút,"Hungary, Veszprém",populated place,N 46° 51' 0'',E 17° 33' 33'',Village,Tapolca,144,82,60,74,53
Kemeneshőgyész,"Hungary, Veszprém",populated place,N 47° 21' 15'',E 17° 17' 49'',Village,Pápa,886,686,572,480,477
Kemenesszentpéter,"Hungary, Veszprém",populated place,N 47° 25' 36'',E 17° 13' 56'',Village,Pápa,908,860,790,659,587
Kerta,"Hungary, Veszprém",populated place,N 47° 9' 48'',E 17° 16' 25'',Village,Devecser,777,740,739,615,543
Királyszentistván,"Hungary, Veszprém",populated place,N 47° 6' 32'',E 18° 2' 41'',Village,Balatonalmádi,362,314,394,455,473
Kisapáti,"Hungary, Veszprém",populated place,N 46° 50' 34'',E 17° 28' 6'',Village,Tapolca,455,369,357,318,325
Kisberzseny,"Hungary, Veszprém",populated place,N 47° 6' 22'',E 17° 15' 56'',Village,Devecser,195,131,111,88,90
Kiscsősz,"Hungary, Veszprém",populated place,N 47° 11' 44'',E 17° 16' 48'',Village,Devecser,253,185,128,104,83
Kislőd,"Hungary, Veszprém",populated place,N 47° 8' 43'',E 17° 37' 22'',Village,Ajka,"1,554","1,262","1,307","1,190","1,110"
Kispirit,"Hungary, Veszprém",populated place,N 47° 11' 49'',E 17° 14' 25'',Village,Devecser,163,123,112,78,47
Kisszőlős,"Hungary, Veszprém",populated place,N 47° 11' 47'',E 17° 19' 56'',Village,Devecser,166,121,132,127,134
Kolontár,"Hungary, Veszprém",populated place,N 47° 5' 4'',E 17° 28' 34'',Village,Devecser,782,755,813,703,645
Kővágóörs,"Hungary, Veszprém",populated place,N 46° 50' 41'',E 17° 35' 55'',Village,Tapolca,"1,091",958,889,798,681
Köveskál,"Hungary, Veszprém",populated place,N 46° 52' 57'',E 17° 36' 19'',Village,Tapolca,483,468,431,340,321
Külsővat,"Hungary, Veszprém",populated place,N 47° 17' 41'',E 17° 13' 35'',Village,Pápa,898,774,875,774,904
Küngös,"Hungary, Veszprém",populated place,N 47° 3' 57'',E 18° 10' 22'',Village,Balatonalmádi,594,520,536,503,491
Kup,"Hungary, Veszprém",populated place,N 47° 14' 53'',E 17° 27' 49'',Village,Pápa,486,465,460,466,425
Lesencefalu,"Hungary, Veszprém",populated placepopulation 310,N 46° 50' 43'',E 17° 20' 50'',Village,Tapolca,463,351,325,304,306
Lesenceistvánd,"Hungary, Veszprém",populated place,N 46° 52' 13'',E 17° 21' 31'',Village,Tapolca,971,930,928,964,951
Lesencetomaj,"Hungary, Veszprém",populated place,N 46° 51' 34'',E 17° 22' 1'',Village,Tapolca,"1,149","1,109","1,135","1,130","1,069"
Litér,"Hungary, Veszprém","populated placepopulation 2,010",N 47° 6' 3'',E 18° 0' 16'',Village,Balatonalmádi,"1,829","1,788","1,981","2,086","2,141"
Lókút,"Hungary, Veszprém",populated place,N 47° 12' 19'',E 17° 51' 22'',Village,Zirc,870,622,515,428,425
Lovas,"Hungary, Veszprém",populated place,N 46° 59' 37'',E 17° 57' 26'',Village,Balatonfüred,357,342,376,419,442
Lovászpatona,"Hungary, Veszprém",populated place,N 47° 26' 14'',E 17° 37' 51'',Village,Pápa,"1,559","1,380","1,331","1,195","1,068"
Magyargencs,"Hungary, Veszprém",populated place,N 47° 22' 38'',E 17° 17' 18'',Village,Pápa,907,762,633,498,456
Magyarpolány,"Hungary, Veszprém",populated place,N 47° 10' 10'',E 17° 32' 46'',Village,Ajka,"1,282","1,201","1,180","1,181","1,241"
Malomsok,"Hungary, Veszprém",populated place,N 47° 26' 58'',E 17° 23' 30'',Village,Pápa,832,693,577,506,478
Marcalgergelyi,"Hungary, Veszprém",populated place,N 47° 18' 37'',E 17° 16' 14'',Village,Pápa,581,524,472,385,320
Marcaltő,"Hungary, Veszprém",populated place,N 47° 26' 0'',E 17° 22' 5'',Village,Pápa,"1,036",920,876,781,727
Márkó,"Hungary, Veszprém",populated place,N 47° 7' 16'',E 17° 48' 49'',Village,Veszprém,826,966,"1,097","1,227","1,504"
Megyer,"Hungary, VeszprémSümegi Járás",populated place,N 47° 3' 36'',E 17° 11' 38'',Village,Sümeg,60,57,45,22,19
Mencshely,"Hungary, Veszprém",populated place,N 46° 56' 43'',E 17° 41' 58'',Village,Veszprém,376,293,237,231,238
Mezőlak,"Hungary, Veszprém",populated place,N 47° 19' 46'',E 17° 22' 15'',Village,Pápa,"1,254","1,146","1,116","1,045",987
Mihályháza,"Hungary, Veszprém",populated place,N 47° 18' 28'',E 17° 20' 19'',Village,Pápa,963,866,834,759,761
Mindszentkálla,"Hungary, Veszprém",populated place,N 46° 52' 24'',E 17° 33' 9'',Village,Tapolca,487,380,353,260,243
Monostorapáti,"Hungary, Veszprém",populated place,N 46° 55' 25'',E 17° 33' 10'',Village,Tapolca,"1,104","1,081","1,115","1,155","1,088"
Monoszló,"Hungary, Veszprém",populated place,N 46° 54' 10'',E 17° 38' 21'',Village,Balatonfüred,212,158,151,100,92
Nagyacsád,"Hungary, Veszprém",populated place,N 47° 21' 55'',E 17° 22' 25'',Village,Pápa,853,721,710,637,622
Nagyalásony,"Hungary, Veszprém",populated place,N 47° 13' 48'',E 17° 21' 25'',Village,Devecser,566,559,516,473,420
Nagydém,"Hungary, Veszprém",populated place,N 47° 26' 20'',E 17° 40' 23'',Village,Pápa,582,423,417,354,329
Nagyesztergár,"Hungary, Veszprém",populated place,N 47° 16' 34'',E 17° 54' 17'',Village,Zirc,"1,215","1,217","1,214","1,183","1,098"
Nagygyimót,"Hungary, Veszprém",populated place,N 47° 20' 20'',E 17° 33' 6'',Village,Pápa,855,714,623,561,557
Nagypirit,"Hungary, Veszprém",populated place,N 47° 11' 54'',E 17° 13' 30'',Village,Devecser,495,387,325,260,232
Nagytevel,"Hungary, Veszprém",populated place,N 47° 17' 32'',E 17° 34' 17'',Village,Pápa,620,556,516,503,512
Nagyvázsony,"Hungary, Veszprém",populated place,N 46° 58' 58'',E 17° 41' 46'',Village,Veszprém,"1,691","1,758","1,810","1,747","1,791"
Nemesgörzsöny,"Hungary, Veszprém",populated place,N 47° 23' 52'',E 17° 21' 46'',Village,Pápa,844,785,795,727,639
Nemesgulács,"Hungary, Veszprém",populated place,N 46° 50' 5'',E 17° 28' 59'',Village,Tapolca,"1,038","1,024","1,030",892,930
Nemeshany,"Hungary, Veszprém",populated place,N 47° 4' 11'',E 17° 21' 53'',Village,Sümeg,480,431,421,390,361
Nemesszalók,"Hungary, Veszprém",populated place,N 47° 16' 31'',E 17° 17' 58'',Village,Pápa,994,971,"1,029",941,834
Nemesvámos,"Hungary, Veszprém","populated placepopulation 2,508",N 47° 3' 18'',E 17° 52' 29'',Village,Veszprém,"1,677","2,157","2,549","2,622","2,845"
Nemesvita,"Hungary, Veszprém",populated place,N 46° 49' 29'',E 17° 22' 0'',Village,Tapolca,550,429,384,315,295
Németbánya,"Hungary, Veszprém",populated place,N 47° 13' 3'',E 17° 39' 8'',Village,Pápa,150,114,81,85,109
Nóráp,"Hungary, Veszprém",populated place,N 47° 16' 23'',E 17° 27' 24'',Village,Pápa,289,233,240,211,199
Noszlop,"Hungary, Veszprém",populated place,N 47° 10' 55'',E 17° 27' 31'',Village,Devecser,"1,139","1,097","1,112",997,920
Nyárád,"Hungary, Veszprém",populated place,N 47° 17' 13'',E 17° 21' 52'',Village,Pápa,"1,105",974,922,902,863
Nyirád,"Hungary, Veszprém",populated place,N 47° 0' 15'',E 17° 27' 6'',Village,Ajka,"1,949","1,785","1,902","1,890","1,809"
Óbudavár,"Hungary, Veszprém",populated place,N 46° 56' 17'',E 17° 41' 26'',Village,Balatonfüred,72,62,58,49,41
Öcs,"Hungary, Veszprém",populated place,N 47° 0' 4'',E 17° 36' 43'',Village,Ajka,356,257,226,189,173
Olaszfalu,"Hungary, Veszprém",populated place,N 47° 14' 38'',E 17° 54' 19'',Village,Zirc,"1,205","1,128","1,103","1,074","1,053"
Oroszi,"Hungary, Veszprém",populated place,N 47° 9' 20'',E 17° 24' 59'',Village,Devecser,276,193,158,130,132
Örvényes,"Hungary, Veszprém",populated place,N 46° 54' 54'',E 17° 48' 56'',Village,Balatonfüred,169,185,143,154,134
Ősi,"Hungary, Veszprém","populated placepopulation 2,146",N 47° 8' 50'',E 18° 11' 18'',Village,Várpalota,"2,002","1,984","2,194","2,067","1,959"
Öskü,"Hungary, Veszprém",populated place,N 47° 9' 36'',E 18° 4' 23'',Village,Várpalota,"2,216","2,188","2,302","2,254","2,113"
Paloznak,"Hungary, Veszprém",populated place,N 46° 59' 2'',E 17° 56' 24'',Village,Balatonfüred,375,335,346,423,475
Pápa,"Hungary, Veszprém","seat of a second-order administrative divisionpopulation 32,990",N 47° 19' 48'',E 17° 28' 2'',Town,Pápa,"33,207","33,846","33,549","31,845","30,492"
Pápadereske,"Hungary, Veszprém",populated place,N 47° 17' 33'',E 17° 24' 3'',Village,Pápa,255,270,268,272,266
Pápakovácsi,"Hungary, Veszprém",populated place,N 47° 15' 51'',E 17° 29' 15'',Village,Pápa,647,580,582,567,556
Pápasalamon,"Hungary, Veszprém",populated place,N 47° 13' 41'',E 17° 25' 25'',Village,Pápa,596,404,396,364,344
Pápateszér,"Hungary, Veszprém",populated place,N 47° 22' 52'',E 17° 42' 5'',Village,Pápa,"1,467","1,261","1,280","1,154","1,143"
Papkeszi,"Hungary, Veszprém",populated place,N 47° 5' 0'',E 18° 5' 0'',Village,Balatonalmádi,"1,503","1,513","1,648","1,535","1,502"
Pécsely,"Hungary, Veszprém",populated place,N 46° 57' 23'',E 17° 47' 24'',Village,Balatonfüred,613,559,533,509,538
Pénzesgyőr,"Hungary, Veszprém",populated place,N 47° 13' 44'',E 17° 47' 29'',Village,Zirc,522,388,360,328,335
Pétfürdő,"Hungary, Veszprém","populated placepopulation 4,877",N 47° 10' 0'',E 18° 7' 0'',Large Village,Várpalota,"6,067","5,282","4,996","4,768","4,556"
Porva,"Hungary, Veszprém",populated place,N 47° 18' 27'',E 17° 48' 54'',Village,Zirc,557,473,502,443,453
Pula,"Hungary, Veszprém",populated place,N 46° 59' 56'',E 17° 38' 58'',Village,Veszprém,266,214,233,189,186
Pusztamiske,"Hungary, Veszprém",populated place,N 47° 3' 40'',E 17° 26' 59'',Village,Devecser,539,447,499,404,391
Raposka,"Hungary, Veszprém",populated place,N 46° 50' 56'',E 17° 25' 29'',Village,Tapolca,240,197,234,217,220
Révfülöp,"Hungary, Veszprém","populated placepopulation 1,127",N 46° 49' 32'',E 17° 37' 10'',Large Village,Tapolca,"1,274","1,334","1,055","1,096","1,084"
Rigács,"Hungary, Vas",populated place,N 47° 3' 56'',E 17° 12' 55'',Village,Sümeg,282,231,193,176,187
Salföld,"Hungary, Veszprém",populated place,N 46° 50' 0'',E 17° 33' 1'',Village,Tapolca,165,88,64,61,64
Sáska,"Hungary, Veszprém",populated place,N 46° 56' 10'',E 17° 28' 40'',Village,Tapolca,374,295,285,289,277
Sóly,"Hungary, Veszprém",populated place,N 47° 7' 49'',E 18° 1' 54'',Village,Veszprém,375,315,392,472,517
Somlójenő,"Hungary, Veszprém",populated place,N 47° 7' 39'',E 17° 21' 16'',Village,Devecser,395,296,312,282,255
Somlószőlős,"Hungary, Veszprém",populated place,N 47° 10' 19'',E 17° 21' 30'',Village,Devecser,937,830,735,644,662
Somlóvásárhely,"Hungary, Veszprém",populated place,N 47° 7' 17'',E 17° 22' 32'',Village,Devecser,"1,233","1,061","1,121","1,121","1,061"
Somlóvecse,"Hungary, Veszprém",populated place,N 47° 11' 41'',E 17° 21' 7'',Village,Devecser,168,133,98,84,48
Sümeg,"Hungary, Veszprém","populated placepopulation 6,726",N 46° 58' 37'',E 17° 16' 55'',Town,Sümeg,"7,084","6,843","6,761","6,373","6,024"
Sümegprága,"Hungary, Veszprém",populated place,N 46° 56' 22'',E 17° 16' 21'',Village,Sümeg,757,676,670,602,569
Szápár,"Hungary, Veszprém",populated place,N 47° 19' 0'',E 18° 2' 29'',Village,Zirc,573,556,543,480,452
Szentantalfa,"Hungary, Veszprém",populated place,N 46° 54' 48'',E 17° 40' 25'',Village,Balatonfüred,384,337,387,409,483
Szentbékkálla,"Hungary, Veszprém",populated place,N 46° 53' 12'',E 17° 33' 48'',Village,Tapolca,309,251,219,191,176
Szentgál,"Hungary, Veszprém",populated place,N 47° 6' 51'',E 17° 44' 2'',Village,Veszprém,"2,834","2,532","2,814","2,741","2,633"
Szentimrefalva,"Hungary, Veszprém",populated place,N 47° 4' 36'',E 17° 16' 48'',Village,Sümeg,310,256,218,201,188
Szentjakabfa,"Hungary, Veszprém",populated place,N 46° 56' 1'',E 17° 40' 33'',Village,Balatonfüred,163,132,133,110,105
Szentkirályszabadja,"Hungary, Veszprém","populated placepopulation 2,042",N 47° 3' 27'',E 17° 58' 13'',Village,Veszprém,"1,550","1,644","2,387","1,946","1,913"
Szigliget,"Hungary, Veszprém",populated place,N 46° 48' 5'',E 17° 26' 6'',Village,Tapolca,"1,195","1,072",930,822,792
Szőc,"Hungary, Veszprém",populated place,N 47° 1' 17'',E 17° 30' 52'',Village,Ajka,475,413,426,416,463
Tagyon,"Hungary, Veszprém",populated place,N 46° 54' 9'',E 17° 40' 46'',Village,Balatonfüred,107,104,94,87,97
Takácsi,"Hungary, Veszprém",populated place,N 47° 23' 56'',E 17° 28' 15'',Village,Pápa,"1,101","1,006",935,867,857
Taliándörögd,"Hungary, Veszprém",populated place,N 46° 58' 49'',E 17° 34' 5'',Village,Tapolca,791,752,711,707,737
Tapolca,"Hungary, Veszprém","seat of a second-order administrative divisionpopulation 17,598",N 46° 52' 53'',E 17° 26' 28'',Town,Tapolca,"17,161","18,264","18,222","15,988","14,988"
Tés,"Hungary, Veszprém",populated place,N 47° 15' 25'',E 18° 1' 43'',Village,Várpalota,"1,219","1,050",972,844,777
Tihany,"Hungary, Veszprém","populated placepopulation 1,438",N 46° 54' 49'',E 17° 53' 21'',Village,Balatonfüred,"1,592","1,493","1,452","1,368","1,353"
Tótvázsony,"Hungary, Veszprém",populated place,N 47° 0' 34'',E 17° 47' 21'',Village,Veszprém,"1,219","1,113","1,183","1,254","1,309"
Tüskevár,"Hungary, Veszprém",populated place,N 47° 7' 6'',E 17° 18' 41'',Village,Devecser,735,640,574,553,555
Ugod,"Hungary, Veszprém",populated place,N 47° 19' 14'',E 17° 35' 59'',Village,Pápa,"1,752","1,615","1,554","1,435","1,340"
Ukk,"Hungary, Veszprém",populated place,N 47° 2' 36'',E 17° 12' 55'',Village,Sümeg,438,405,360,331,320
Úrkút,"Hungary, Veszprém","populated placepopulation 2,178",N 47° 5' 6'',E 17° 38' 38'',Village,Ajka,"2,477","2,251","2,212","2,056","1,950"
Uzsa,"Hungary, Veszprém",populated placepopulation 335,N 46° 53' 43'',E 17° 20' 2'',Village,Tapolca,493,399,379,327,309
Vanyola,"Hungary, Veszprém",populated place,N 47° 23' 5'',E 17° 35' 52'',Village,Pápa,879,701,618,557,520
Várkesző,"Hungary, Veszprém",populated place,N 47° 25' 52'',E 17° 19' 4'',Village,Pápa,286,255,226,162,150
Városlőd,"Hungary, Veszprém",populated place,N 47° 8' 39'',E 17° 39' 5'',Village,Ajka,"1,522","1,454","1,433","1,356","1,258"
Várpalota,"Hungary, Veszprém","seat of a second-order administrative divisionpopulation 21,299",N 47° 11' 57'',E 18° 8' 22'',Town,Várpalota,"22,325","21,646","21,779","20,756","19,436"
Vaszar,"Hungary, Veszprém",populated place,N 47° 24' 0'',E 17° 31' 0'',Village,Pápa,"1,884","1,729","1,626","1,519","1,447"
Vászoly,"Hungary, Veszprém",populated place,N 46° 56' 24'',E 17° 45' 30'',Village,Balatonfüred,237,211,177,236,258
Veszprém,"Hungary, Veszprém","seat of a first-order administrative divisionpopulation 56,927",N 47° 5' 35'',E 17° 54' 41'',Town with County Rights,Veszprém,"57,249","63,867","62,851","61,721","59,738"
Veszprémfajsz,"Hungary, Veszprém",populated place,N 47° 2' 13'',E 17° 53' 46'',Village,Veszprém,284,230,255,256,255
Veszprémgalsa,"Hungary, Veszprém",populated place,N 47° 5' 22'',E 17° 15' 56'',Village,Sümeg,420,325,284,267,259
Vid,"Hungary, Veszprém",populated place,N 47° 12' 49'',E 17° 20' 13'',Village,Devecser,201,138,134,134,115
Vigántpetend,"Hungary, Veszprém",populated place,N 46° 57' 53'',E 17° 37' 35'',Village,Tapolca,285,248,221,190,183
Vilonya,"Hungary, Veszprém",populated place,N 47° 6' 38'',E 18° 3' 39'',Village,Várpalota,630,584,625,632,632
Vinár,"Hungary, Veszprém",populated place,N 47° 18' 36'',E 17° 16' 56'',Village,Pápa,225,213,255,233,223
Vöröstó,"Hungary, Veszprém",populated place,N 46° 58' 16'',E 17° 43' 18'',Village,Veszprém,159,127,107,81,78
Zalaerdőd,"Hungary, Veszprém",populated place,N 47° 3' 20'',E 17° 8' 15'',Village,Sümeg,469,375,321,276,218
Zalagyömörő,"Hungary, Veszprém",populated place,N 47° 1' 9'',E 17° 13' 37'',Village,Sümeg,577,514,487,433,423
Zalahaláp,"Hungary, Veszprém",populated place,N 46° 54' 53'',E 17° 27' 40'',Village,Tapolca,973,892,"1,058","1,220","1,144"
Zalameggyes,"Hungary, Veszprém",populated place,N 47° 4' 53'',E 17° 13' 8'',Village,Sümeg,94,66,56,46,43
Zalaszegvár,"Hungary, Veszprém",populated place,N 47° 5' 55'',E 17° 13' 25'',Village,Sümeg,223,182,148,144,131
Zánka,"Hungary, Veszprém","populated placepopulation 1,003",N 46° 52' 17'',E 17° 41' 5'',Village,Balatonfüred,824,"1,101","1,015",964,788
Zirc,"Hungary, Veszprém","populated placepopulation 7,314",N 47° 15' 49'',E 17° 52' 25'',Town,Zirc,"6,815","7,454","7,393","6,996","6,831"
Alibánfa,"Hungary, Zala",populated place,N 46° 53' 6'',E 16° 55' 14'',Village,Zalaegerszeg,484,479,474,433,401
Almásháza,"Hungary, Zala",populated place,N 46° 50' 40'',E 17° 2' 49'',Village,Zalaegerszeg,110,79,57,59,75
Alsónemesapáti,"Hungary, Zala",populated place,N 46° 51' 12'',E 16° 56' 7'',Village,Zalaegerszeg,826,765,778,729,669
Alsópáhok,"Hungary, Zala",populated place,N 46° 46' 9'',E 17° 10' 17'',Village,Keszthely,"1,258","1,172","1,313","1,376","1,427"
Alsórajk,"Hungary, Zala",populated place,N 46° 39' 17'',E 16° 59' 48'',Village,Nagykanizsa,573,478,430,351,312
Alsószenterzsébet,"Hungary, Zala",populated place,N 46° 44' 42'',E 16° 28' 39'',Village,Lenti,148,112,87,56,35
Babosdöbréte,"Hungary, Zala",populated place,N 46° 48' 53'',E 16° 46' 48'',Village,Zalaegerszeg,666,533,489,490,475
Baglad,"Hungary, Zala",populated place,N 46° 40' 49'',E 16° 29' 7'',Village,Lenti,123,100,62,48,26
Bagod,"Hungary, Zala",populated place,N 46° 52' 36'',E 16° 44' 53'',Village,Zalaegerszeg,"1,278","1,230","1,318","1,288","1,209"
